initial_alias,converted_alias,name,description,namespace
CACTIN-AS1,ENSG00000226800,CACTIN-AS1,CACTIN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31391],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00840,ENSG00000226808,LINC00840,long intergenic non-protein coding RNA 840 [Source:HGNC Symbol;Acc:HGNC:44987],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
MEIS1-AS3,ENSG00000226819,MEIS1-AS3,MEIS1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40369],"GENECARDS,HGNC"
LINC01509,ENSG00000226825,LINC01509,long intergenic non-protein coding RNA 1509 [Source:HGNC Symbol;Acc:HGNC:51193],"GENECARDS,HGNC"
LINC00348,ENSG00000226846,LINC00348,long intergenic non-protein coding RNA 348 [Source:HGNC Symbol;Acc:HGNC:42658],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ATE1-AS1,ENSG00000226864,ATE1OSP,"ATE1 opposite strand, pseudogene [Source:HGNC Symbol;Acc:HGNC:49496]","ENTREZGENE,WIKIGENE"
ERVMER34-1,ENSG00000226887,ERVMER34-1,"endogenous retrovirus group MER34 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:42970]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC00354,ENSG00000226903,LINC00354,long intergenic non-protein coding RNA 354 [Source:HGNC Symbol;Acc:HGNC:42672],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TTTY4,ENSG00000226906,TTTY4,"testis-specific transcript, Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:16481]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01276,ENSG00000226917,LINC01276,long intergenic non-protein coding RNA 1276 [Source:HGNC Symbol;Acc:HGNC:50333],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00454,ENSG00000226921,LINC00454,long intergenic non-protein coding RNA 454 [Source:HGNC Symbol;Acc:HGNC:42802],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CT47A11,ENSG00000226929,CT47A11,cancer/testis antigen family 47 member A11 [Source:HGNC Symbol;Acc:HGNC:27397],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CT47A1,ENSG00000226929,CT47A11,cancer/testis antigen family 47 member A11 [Source:HGNC Symbol;Acc:HGNC:27397],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC00161,ENSG00000226935,LINC00161,long intergenic non-protein coding RNA 161 [Source:HGNC Symbol;Acc:HGNC:17138],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
RBMY1F,ENSG00000226941,RBMY1J,RNA binding motif protein Y-linked family 1 member J [Source:HGNC Symbol;Acc:HGNC:23917],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RBMY1J,ENSG00000226941,RBMY1J,RNA binding motif protein Y-linked family 1 member J [Source:HGNC Symbol;Acc:HGNC:23917],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00423,ENSG00000226968,LINC00423,long intergenic non-protein coding RNA 423 [Source:HGNC Symbol;Acc:HGNC:42758],"GENECARDS,HGNC"
MAGI2-AS2,ENSG00000226978,MAGI2-AS2,MAGI2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40861],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LTA,ENSG00000226979,LTA,lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01203,ENSG00000226985,LINC01203,long intergenic non-protein coding RNA 1203 [Source:HGNC Symbol;Acc:HGNC:49634],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00658,ENSG00000226995,LINC00658,long intergenic non-protein coding RNA 658 [Source:HGNC Symbol;Acc:HGNC:44315],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01247,ENSG00000227007,LINC01247,long intergenic non-protein coding RNA 1247 [Source:HGNC Symbol;Acc:HGNC:49841],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
SLC8A1-AS1,ENSG00000227028,SLC8A1-AS1,SLC8A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44102],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00511,ENSG00000227036,LINC00511,long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ITGB2-AS1,ENSG00000227039,ITGB2-AS1,ITGB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44304],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
C14ORF132,ENSG00000227051,C14orf132,chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
WDR46,ENSG00000227057,WDR46,WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ANHX,ENSG00000227059,ANHX,anomalous homeobox [Source:HGNC Symbol;Acc:HGNC:40024],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC00629,ENSG00000227060,LINC00629,long intergenic non-protein coding RNA 629 [Source:HGNC Symbol;Acc:HGNC:44262],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
FOCAD-AS1,ENSG00000227071,FOCAD-AS1,FOCAD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49789],"GENECARDS,HGNC"
IGHD1-14,ENSG00000227108,IGHD1-14,immunoglobulin heavy diversity 1-14 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5483],"GENECARDS,HGNC"
LMCD1-AS1,ENSG00000227110,LMCD1-AS1,LMCD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44477],"GENECARDS,HGNC"
HORMAD2-AS1,ENSG00000227117,HORMAD2-AS1,HORMAD2 and MTMR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50729],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ZNF717,ENSG00000227124,ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
USP17L5,ENSG00000227140,USP17L5,ubiquitin specific peptidase 17 like family member 5 [Source:HGNC Symbol;Acc:HGNC:37177],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01153,ENSG00000227143,LINC01153,long intergenic non-protein coding RNA 1153 [Source:HGNC Symbol;Acc:HGNC:49495],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
IL21-AS1,ENSG00000227145,IL21-AS1,IL21 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40299],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
PRR20D,ENSG00000227151,PRR20D,proline rich 20D [Source:HGNC Symbol;Acc:HGNC:37222],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MGAT3-AS1,ENSG00000227188,MGAT3-AS1,MGAT3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51356],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TRGC2,ENSG00000227191,TRGC2,T cell receptor gamma constant 2 [Source:HGNC Symbol;Acc:HGNC:12276],"GENECARDS,HGNC"
IGHD4-23,ENSG00000227196,IGHD4-23,immunoglobulin heavy diversity 4-23 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5504],"GENECARDS,HGNC"
C6ORF47-AS1,ENSG00000227198,C6orf47-AS1,C6orf47 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39767],"GENECARDS,HGNC"
ST7-AS1,ENSG00000227199,ST7-AS1,ST7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16000],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
SPATA13-AS1,ENSG00000227213,SPATA13-AS1,SPATA13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39905],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
HCG15,ENSG00000227214,HCG15,HLA complex group 15 [Source:HGNC Symbol;Acc:HGNC:18361],"GENECARDS,HGNC"
SPANXB1,ENSG00000227234,SPANXB1,SPANX family member B1 [Source:HGNC Symbol;Acc:HGNC:14329],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC00845,ENSG00000227244,LINC00845,long intergenic non-protein coding RNA 845 [Source:HGNC Symbol;Acc:HGNC:45033],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
MIS18A-AS1,ENSG00000227256,MIS18A-AS1,MIS18A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40106],"GENECARDS,HGNC"
SMIM2-AS1,ENSG00000227258,SMIM2-AS1,SMIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42674],"GENECARDS,HGNC"
KLLN,ENSG00000227268,KLLN,"killin, p53 regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01364,ENSG00000227290,LINC01364,long intergenic non-protein coding RNA 1364 [Source:HGNC Symbol;Acc:HGNC:50599],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
IGHJ1P,ENSG00000227335,IGHJ1P,immunoglobulin heavy joining 1P (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5533],"GENECARDS,HGNC"
LINC00434,ENSG00000227336,LINC00434,long intergenic non-protein coding RNA 434 [Source:HGNC Symbol;Acc:HGNC:42769],"GENECARDS,HGNC"
LINC00307,ENSG00000227342,LINC00307,long intergenic non-protein coding RNA 307 [Source:HGNC Symbol;Acc:HGNC:16727],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
PARG,ENSG00000227345,PARG,poly(ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARHGEF7-AS1,ENSG00000227352,ARHGEF7-AS1,ARHGEF7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39816],"GENECARDS,HGNC"
RBM26-AS1,ENSG00000227354,RBM26-AS1,RBM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39805],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TP73-AS1,ENSG00000227372,TP73-AS1,TP73 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29052],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
DLG1-AS1,ENSG00000227375,DLG1-AS1,DLG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44154],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
HPN-AS1,ENSG00000227392,HPN-AS1,HPN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:47041],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
KIF9-AS1,ENSG00000227398,KIF9-AS1,KIF9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26822],"GENECARDS,HGNC"
ZMYM4-AS1,ENSG00000227409,ZMYM4-AS1,ZMYM4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40624],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
PCGEM1,ENSG00000227418,PCGEM1,PCGEM1 prostate-specific transcript [Source:HGNC Symbol;Acc:HGNC:30145],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TTTY17B,ENSG00000227439,TTTY17B,"testis-specific transcript, Y-linked 17B [Source:HGNC Symbol;Acc:HGNC:31889]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TTTY17C,ENSG00000227439,TTTY17B,"testis-specific transcript, Y-linked 17B [Source:HGNC Symbol;Acc:HGNC:31889]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00310,ENSG00000227456,LINC00310,long intergenic non-protein coding RNA 310 [Source:HGNC Symbol;Acc:HGNC:16414],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01537,ENSG00000227467,LINC01537,long intergenic non-protein coding RNA 1537 [Source:HGNC Symbol;Acc:HGNC:51301],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
AKR1B15,ENSG00000227471,AKR1B15,aldo-keto reductase family 1 member B15 [Source:HGNC Symbol;Acc:HGNC:37281],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCDC148-AS1,ENSG00000227480,CCDC148-AS1,CCDC148 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44134],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
NCAM1-AS1,ENSG00000227487,NCAM1-AS1,NCAM1 antisense RNA1 [Source:HGNC Symbol;Acc:HGNC:48675],"GENECARDS,HGNC"
GAGE12B,ENSG00000227488,GAGE12D,G antigen 12D [Source:HGNC Symbol;Acc:HGNC:31904],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GAGE12D,ENSG00000227488,GAGE12D,G antigen 12D [Source:HGNC Symbol;Acc:HGNC:31904],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
SCAMP4,ENSG00000227500,SCAMP4,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LTB,ENSG00000227507,LTB,lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01624,ENSG00000227508,LINC01624,long intergenic non-protein coding RNA 1624 [Source:HGNC Symbol;Acc:HGNC:52051],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01442,ENSG00000227510,LINC01442,long intergenic non-protein coding RNA 1442 [Source:HGNC Symbol;Acc:HGNC:50764],"GENECARDS,HGNC"
LINC01483,ENSG00000227517,LINC01483,long intergenic non-protein coding RNA 1483 [Source:HGNC Symbol;Acc:HGNC:51130],"GENECARDS,HGNC"
DIAPH3-AS1,ENSG00000227528,DIAPH3-AS1,DIAPH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39915],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
DNAJC9-AS1,ENSG00000227540,DNAJC9-AS1,DNAJC9 and MRPS16 antisense RNA 1 [Source:NCBI gene (formerly Entrezgene);Acc:414245],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TRBV7-5,ENSG00000227550,TRBV7-5,T cell receptor beta variable 7-5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12239],"GENECARDS,HGNC"
USP17L12,ENSG00000227551,USP17L12,ubiquitin specific peptidase 17 like family member 12 [Source:HGNC Symbol;Acc:HGNC:44440],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MIR4290HG,ENSG00000227555,MIR4290HG,MIR4290 host gene [Source:HGNC Symbol;Acc:HGNC:27861],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00376,ENSG00000227564,LINC00376,long intergenic non-protein coding RNA 376 [Source:HGNC Symbol;Acc:HGNC:42701],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CNTN4-AS2,ENSG00000227588,CNTN4-AS2,CNTN4 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39986],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
FRMPD3-AS1,ENSG00000227610,FRMPD3-AS1,FRMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41239],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01074,ENSG00000227611,LINC01074,long intergenic non-protein coding RNA 1074 [Source:HGNC Symbol;Acc:HGNC:49117],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01132,ENSG00000227630,LINC01132,long intergenic non-protein coding RNA 1132 [Source:HGNC Symbol;Acc:HGNC:49444],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
SOX21-AS1,ENSG00000227640,SOX21-AS1,SOX21 antisense divergent transcript 1 [Source:HGNC Symbol;Acc:HGNC:39807],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CLYBL-AS2,ENSG00000227659,CLYBL-AS2,CLYBL antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39894],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
UST-AS1,ENSG00000227660,UST-AS1,UST antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40802],"GENECARDS,HGNC"
LINC00355,ENSG00000227674,LINC00355,long intergenic non-protein coding RNA 355 [Source:HGNC Symbol;Acc:HGNC:27061],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01068,ENSG00000227676,LINC01068,long intergenic non-protein coding RNA 1068 [Source:HGNC Symbol;Acc:HGNC:49106],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
DNMBP-AS1,ENSG00000227695,DNMBP-AS1,DNMBP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20431],"GENECARDS,HGNC"
LINC00111,ENSG00000227702,LINC00111,long intergenic non-protein coding RNA 111 [Source:HGNC Symbol;Acc:HGNC:1262],"GENECARDS,HGNC"
RD3L,ENSG00000227729,RD3L,RD3 like [Source:HGNC Symbol;Acc:HGNC:40912],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IGHD4-17,ENSG00000227800,IGHD4-17,immunoglobulin heavy diversity 4-17 [Source:HGNC Symbol;Acc:HGNC:5503],"GENECARDS,HGNC"
SUCLA2-AS1,ENSG00000227848,SUCLA2-AS1,SUCLA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39965],"GENECARDS,HGNC"
MRLN,ENSG00000227877,MRLN,myoregulin [Source:HGNC Symbol;Acc:HGNC:48649],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FAM66A,ENSG00000227888,FAM66A,family with sequence similarity 66 member A [Source:HGNC Symbol;Acc:HGNC:30444],"GENECARDS,HGNC"
LINC00352,ENSG00000227893,LINC00352,long intergenic non-protein coding RNA 352 [Source:HGNC Symbol;Acc:HGNC:42670],"GENECARDS,HGNC"
SNAP25-AS1,ENSG00000227906,SNAP25-AS1,SNAP25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44312],"GENECARDS,HGNC"
SRGAP3-AS3,ENSG00000227929,SRGAP3-AS3,SRGAP3 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40900],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TARID,ENSG00000227954,TARID,TCF21 antisense RNA inducing promoter demethylation [Source:HGNC Symbol;Acc:HGNC:50506],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01429,ENSG00000227964,LINC01429,long intergenic non-protein coding RNA 1429 [Source:HGNC Symbol;Acc:HGNC:50741],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
RAPGEF4-AS1,ENSG00000228016,RAPGEF4-AS1,RAPGEF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28081],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
HCG20,ENSG00000228022,HCG20,HLA complex group 20 [Source:HGNC Symbol;Acc:HGNC:31334],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
POLR2J2,ENSG00000228049,POLR2J2,RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01515,ENSG00000228065,LINC01515,long intergenic non-protein coding RNA 1515 [Source:HGNC Symbol;Acc:HGNC:51210],"GENECARDS,HGNC"
BOD1L2,ENSG00000228075,BOD1L2,biorientation of chromosomes in cell division 1 like 2 [Source:HGNC Symbol;Acc:HGNC:28505],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IFNA14,ENSG00000228083,IFNA14,interferon alpha 14 [Source:HGNC Symbol;Acc:HGNC:5420],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FALEC,ENSG00000228126,FALEC,focally amplified long non-coding RNA in epithelial cancer [Source:HGNC Symbol;Acc:HGNC:43713],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
IGHD6-6,ENSG00000228131,IGHD6-6,immunoglobulin heavy diversity 6-6 [Source:HGNC Symbol;Acc:HGNC:5517],"GENECARDS,HGNC"
LINC01494,ENSG00000228135,LINC01494,long intergenic non-protein coding RNA 1494 [Source:HGNC Symbol;Acc:HGNC:51152],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
OR2M3,ENSG00000228198,OR2M3,olfactory receptor family 2 subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:8269],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NLGN1-AS1,ENSG00000228213,NLGN1-AS1,NLGN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40676],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00578,ENSG00000228221,LINC00578,long intergenic non-protein coding RNA 578 [Source:HGNC Symbol;Acc:HGNC:43807],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
HCG11,ENSG00000228223,HCG11,HLA complex group 11 [Source:HGNC Symbol;Acc:HGNC:17707],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
EFCAB14-AS1,ENSG00000228237,EFCAB14-AS1,EFCAB14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44108],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TTTY17A,ENSG00000228240,TTTY17A,"testis-specific transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TTTY17C,ENSG00000228240,TTTY17A,"testis-specific transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
MT-ATP8,ENSG00000228253,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415],"GENECARDS,HGNC,UNIPROT_GN"
LINC01317,ENSG00000228262,LINC01320,long intergenic non-protein coding RNA 1320 [Source:HGNC Symbol;Acc:HGNC:50526],"ENTREZGENE,WIKIGENE"
LINC01320,ENSG00000228262,LINC01320,long intergenic non-protein coding RNA 1320 [Source:HGNC Symbol;Acc:HGNC:50526],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ARMCX3-AS1,ENSG00000228275,ARMCX3-AS1,ARMCX3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41038],"GENECARDS,HGNC"
ORM2,ENSG00000228278,ORM2,orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PCAT6,ENSG00000228288,PCAT6,prostate cancer associated transcript 6 [Source:HGNC Symbol;Acc:HGNC:43714],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TBX18-AS1,ENSG00000228290,TBX18-AS1,TBX18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52256],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC00392,ENSG00000228295,LINC00392,long intergenic non-protein coding RNA 392 [Source:HGNC Symbol;Acc:HGNC:42720],"GENECARDS,HGNC"
TTTY4C,ENSG00000228296,TTTY4C,"testis-specific transcript, Y-linked 4C [Source:HGNC Symbol;Acc:HGNC:31892]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01209,ENSG00000228308,LINC01209,long intergenic non-protein coding RNA 1209 [Source:HGNC Symbol;Acc:HGNC:49640],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01350,ENSG00000228309,LINC01350,long intergenic non-protein coding RNA 1350 [Source:HGNC Symbol;Acc:HGNC:50575],"GENECARDS,HGNC"
IGKV3D-7,ENSG00000228325,IGKV3D-7,immunoglobulin kappa variable 3D-7 [Source:HGNC Symbol;Acc:HGNC:5829],"GENECARDS,HGNC,UNIPROT_GN"
MIR646HG,ENSG00000228340,MIR646HG,MIR646 host gene [Source:HGNC Symbol;Acc:HGNC:27659],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
TXNDC12-AS1,ENSG00000228369,TXNDC12-AS1,TXNDC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30008],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LINC01004,ENSG00000228393,LINC01004,long intergenic non-protein coding RNA 1004 [Source:HGNC Symbol;Acc:HGNC:48961],"GENECARDS,HGNC"
LINC00687,ENSG00000228422,LINC00687,long intergenic non-protein coding RNA 687 [Source:HGNC Symbol;Acc:HGNC:16194],"GENECARDS,HGNC"
LINC01546,ENSG00000228459,LINC01546,long intergenic non-protein coding RNA 1546 [Source:HGNC Symbol;Acc:HGNC:27336],"GENECARDS,HGNC"
OST4,ENSG00000228474,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LINC01013,ENSG00000228495,LINC01013,long intergenic non-protein coding RNA 1013 [Source:HGNC Symbol;Acc:HGNC:48987],"GENECARDS,HGNC"
CT47A7,ENSG00000228517,CT47A7,cancer/testis antigen family 47 member A7 [Source:HGNC Symbol;Acc:HGNC:33288],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
CT47A1,ENSG00000228517,CT47A7,cancer/testis antigen family 47 member A7 [Source:HGNC Symbol;Acc:HGNC:33288],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MIR34AHG,ENSG00000228526,MIR34AHG,MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
LYPLAL1-AS1,ENSG00000228536,LYPLAL1-AS1,LYPLAL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54054],"GENECARDS,HGNC"
CCDC183-AS1,ENSG00000228544,CCDC183-AS1,CCDC183 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44105],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ITPKB-AS1,ENSG00000228548,ITPKB-AS1,ITPKB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40312],"GENECARDS,HGNC"
LINC01005,ENSG00000228564,LINC01005,long intergenic non-protein coding RNA 1005 [Source:HGNC Symbol;Acc:HGNC:48963],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
VN1R4,ENSG00000228567,VN1R4,vomeronasal 1 receptor 4 [Source:HGNC Symbol;Acc:HGNC:19871],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
NUTM2E,ENSG00000228570,NUTM2E,NUT family member 2E [Source:HGNC Symbol;Acc:HGNC:23448],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MIR4432HG,ENSG00000228590,MIR4432HG,MIR4432 host gene [Source:NCBI gene (formerly Entrezgene);Acc:106660609],"ENTREZGENE,WIKIGENE"
D21S2088E,ENSG00000228592,D21S2088E,D21S2088E [Source:NCBI gene (formerly Entrezgene);Acc:266917],"ENTREZGENE,WIKIGENE"
